Site Number,Latitude,Longitude,Gage Height (m),Discharge (m^3/s)
08102595,31.0539722,-97.4625278,8042,1091
08102600,31.05184675,-97.4572304,3557,3198
08103800,31.0793403,-98.0166919,11763,21336
08103900,30.91156805,-98.0369676,8284,21149
08103903,30.92718333,-97.9943167,7069,4
08103940,30.97252778,-97.7785278,8810,1889
08104000,30.95740298,-97.7086262,1562,20667
08104050,31.02240287,-97.5327883,1591,747
08104055,31.018,-97.5262778,7415,1206
08104100,31.0018485,-97.4925088,8599,17779
08104300,30.9443472,-97.534075,10965,2921
08104310,30.9521278,-97.5241757,11021,777
08104500,30.9665723,-97.346113,8327,23430
0810464660,30.69775,-97.8492222,8091,4543
08104650,30.6676921,-97.727511,8227,1213
08104700,30.6618592,-97.7113993,8463,19210
08104870,30.62102577,-97.861125,7656,1
08104900,30.6257499,-97.6911204,8255,19459
08105000,30.6540824,-97.6552863,2563,15515
08105095,30.70324685,-97.6663985,1135,6315
08105100,30.69130304,-97.6561202,2906,13221
08105200,30.67602639,-97.614452,8172,840
08105300,30.646028,-97.585284,2557,5051
08105400,30.62880763,-97.4733356,619,7322
08105505,30.70216667,-97.4341667,11078,4507
08105600,30.69297237,-97.3263866,5364,1211
08105700,30.69436146,-97.2788849,4151,20328
08105863,30.54853333,-97.7834333,3457,2
08105872,30.52518056,-97.7499917,22117,2383
08105883,30.51290556,-97.6864361,3364,2301
08105886,30.46555556,-97.7878889,8575,3921
0810588650,30.4841361,-97.7200389,7830,2263
08105888,30.51239444,-97.6366722,2783,2329
08105897,30.46938889,-97.4634722,3753,2272
08106050,30.51958333,-97.3384472,3647,22
08106300,30.69408463,-97.0785997,14044,4811
08106310,30.7276942,-97.0388761,4406,4419
08106350,30.76074836,-97.0138754,6456,9366
08106500,30.83519047,-96.9466512,3849,323
08107000,31.04962529,-97.235832,3077,822
08107500,30.94740794,-97.1041585,8045,913
08107950,31.01306944,-97.1100833,1698,3868
08108000,30.9501861,-97.0502675,11789,730
08108200,30.93129814,-97.020544,29824,4012
08108250,30.90324377,-96.9791531,21359,188
08108700,30.6268665,-96.544135,5533,10087
08108780,30.87944444,-96.6402778,11981,41
08109000,30.61408925,-96.4866328,3883,26854
08109300,30.6536111,-96.4516667,2913,10
08109700,30.33937764,-96.9047037,3978,21394
08109800,30.40743105,-96.8174791,2355,21394
08109900,30.3224329,-96.5258023,3720,1213
08110000,30.3218773,-96.5074683,8197,29159
08110075,30.54027778,-96.6902778,5378,11
08110100,30.41965196,-96.5402466,5430,21332
08110200,30.359175,-96.1549028,5558,6543
08110300,31.64377877,-96.5788724,10869,1756
08110325,31.57433657,-96.520814,6697,15461
08110400,31.5123942,-96.450533,1921,5174
08110430,31.5068396,-96.3246953,3602,15552
08110460,31.38444444,-96.3186111,10681,5270
08110470,31.32517779,-96.3191357,3955,1854
08110500,31.17018205,-96.297743,1772,35398
08110800,30.9737987,-96.2416274,3344,8728
08111000,30.8696352,-96.1924592,7419,16091
08111010,30.6074215,-96.1816252,2846,3074
08111025,30.64658746,-96.3496849,8899,937
08111050,30.6604756,-96.2996837,6964,913
08111052,30.60555556,-96.2986361,8113,2251
08111054,30.59418056,-96.2972472,9173,2253
08111060,30.5947222,-96.0652778,4337,8
08111062,30.58305556,-96.0702778,8422,9
08111500,30.12910626,-96.1877387,10518,25680
08111570,30.10305556,-95.9875,10480,13
08111700,29.88106145,-96.2052402,10042,18631
08111850,29.80833333,-96.0955556,10540,2730
08112500,29.64134686,-95.885231,7576,14243
08113500,29.56690419,-95.7835616,10668,16804
08114000,29.5824589,-95.7577275,719,37189
08114100,29.56768889,-95.6681417,34823,568
08114500,29.45551617,-95.5329996,8350,7426
08115000,29.47190769,-95.8030067,903,25992
08115500,29.44607466,-95.7616166,10505,2710
08116000,29.4127416,-95.7102263,8480,1096
08116400,29.51190593,-95.7468942,10762,12421
08116500,29.5055169,-95.7116155,8246,1126
08116650,29.3496858,-95.5824448,5267,18370
08117210,29.0491611,-95.4775222,5257,4
08117290,28.9213604,-95.3871632,5182,204
08117300,28.8980278,-95.3816078,8834,1754
08117400,29.41527778,-96.0786111,8175,11
08117500,29.31357967,-95.8938421,6467,24377
08117705,29.11194444,-95.6766667,495,1192
08117900,28.80748426,-95.9507938,10685,2673
08117995,32.6287208,-101.2854044,10850,11967
08118000,32.59316669,-101.1381778,10820,6725
08118500,32.60011109,-101.0942879,7709,3713
08119000,32.59150035,-101.0509533,9634,6574
08119500,32.53915278,-101.0552222,6636,13148
08120500,32.57372368,-100.9078941,10334,19315
08120700,32.47733745,-100.9498382,10900,4783
08121000,32.39261865,-100.8787246,6619,652
08121500,32.39511765,-101.02595,7705,3408
08122000,32.5842784,-101.0198412,10863,1947
08122500,32.38817389,-100.9501149,10598,731
08123000,32.34484228,-100.919836,748,909
08123500,32.31706613,-100.8248337,4130,4382
08123600,32.2815116,-100.8587228,6508,7327
08123640,32.22012048,-101.6295723,9058,6203
08123650,32.25039797,-101.4909581,7854,7577
08123700,32.26262005,-101.4420685,1927,671
08123720,32.2490097,-101.3620666,7923,126
08123755,32.24373238,-101.3117878,3454,786
08123800,32.1992913,-101.0140029,1907,8247
08123850,32.05374399,-100.762052,2130,11843
08123900,32.01957904,-100.7359399,1729,5112
08123950,31.8795883,-100.5173219,4927,7439
08124000,31.88542168,-100.4806543,4884,26822
08125500,32.04069289,-100.2684287,4939,844
08126380,31.71542973,-100.0264755,3034,6527
08126500,31.73292864,-99.9539744,7327,26421
08127000,31.74931697,-99.9478636,30501,2416
08127500,31.18822294,-100.5000942,1562,16027
08128000,31.18711186,-100.5020388,11881,31179
08128030,31.2727611,-100.5042194,6455,1333
08128400,31.42738264,-100.7112125,1226,19857
08128500,31.37655145,-100.614265,2180,11354
08129300,31.33016396,-100.6403767,6209,12783
08130500,31.27405465,-100.6309318,4721,13151
08130700,31.3309973,-100.600931,29762,6583
08131000,31.35849668,-100.5350958,9867,11171
08131190,31.2829432,-100.5078722,3250,265
08131200,31.3821071,-100.5384294,6512,1176
08131400,31.30905356,-100.4459254,4803,16368
08131600,31.41627357,-100.3945353,2920,6777
08132000,31.38877384,-100.4784274,3325,364
08132450,31.43577778,-100.4343333,3853,1954
08132500,31.44599499,-100.4253701,2210,8035
08133250,31.8973574,-101.105113,2266,7216
08133500,31.83013918,-100.9937215,2345,16851
08133900,31.64654097,-100.6906581,1787,3651
08134000,31.5926549,-100.6370449,2546,35314
08134230,31.57515616,-100.5856544,161,3675
08134250,31.54265769,-100.5550977,1769,7154
08135000,31.46599438,-100.4478712,2607,21037
08136000,31.454606,-100.4106474,769,38416
08136500,31.5159908,-99.9195226,3904,3356
08136600,31.50015746,-99.6684022,23,7428
08136700,31.49376898,-99.5739532,2027,19312
08138000,31.46793807,-99.1622726,2507,1146
08139500,31.4023842,-99.1217161,1036,7307
08140500,31.40266186,-99.1372719,1316,7396
08140700,31.9726444,-99.1303376,2395,3995
08140770,32.03013987,-99.4653467,332,7305
08140800,31.98319733,-99.4147889,738,5695
08140860,31.8792472,-99.2778417,947,1330
08141000,31.8329234,-99.5609037,1576,786
08141500,31.83431205,-99.5347911,2277,15951
08142000,31.84666667,-99.4246944,2085,12923
08143000,31.83709365,-99.003942,1577,7587
08143500,31.7364,-98.9754889,434,21646
08143600,31.5173861,-98.740603,535,19363
08143990,30.92175,-99.8525,183,1975
08144000,30.916007,-99.7842364,489,21737
08144500,30.91906245,-99.7856254,2588,36891
08144600,31.0040595,-99.2689437,1971,10684
08144800,31.1843324,-99.841183,1934,8563
08144900,31.13822413,-99.3856126,573,7345
08145000,31.13822366,-99.3350553,3381,24393
08146000,31.21322316,-98.7194871,2759,37016
08147000,31.21794515,-98.564484,1020,37933
08148500,30.5174101,-99.806179,1654,29876
08149900,30.47901389,-99.7780389,1593,3076
